Data
0.62195855
0.6236918
0.66222525
0.60212487
0.62835586
0.58751047
0.63646615
0.62081724
0.6336946
0.63225836
0.591976
0.61226094
0.590644
0.5932349
0.5913985
0.5783097
0.606229
0.5882158
0.5625304
0.5787695
0.58077884
0.54927075
0.5584858
0.5643741
0.56316674
0.57743835
0.5707186
0.5806022
0.5576228
0.54980296
0.5553974
0.54828733
0.56166345
0.6520159
0.6648589
0.6410504
0.6384983
0.6460366
0.65442985
0.6662267
0.66221076
0.66097176
0.6672723
0.6454594
0.64148515
0.6398368
0.65076894
0.65415126
0.66297185
0.6388932
0.6512901
0.6519066
0.6483821
0.6374863
0.6564701
0.6681504
0.6637225
0.66711
0.64151114
0.6400891
0.8163206
0.6220064
0.6383028
0.618225
0.6425854
0.6298521
0.65956914
0.6480876
0.66225016
0.6651954
0.6745778
0.671832
0.64086574
0.65791976
0.63899297
0.6371542
0.65714633
0.65356857
0.68464637
0.66105604
0.6566498
0.6630698
0.6418713
0.6426591
0.6659048
0.6657886
0.7036783
0.66799617
0.65017676
0.6410326
0.63863117
0.6612277
0.6678797
0.66851234
0.64039356
0.6319047
0.64167225
0.6375087
0.6372688
0.633301
0.6531046
0.6586304
0.65799314
0.632446
0.651051
0.60199517
0.623677
0.60120285
0.61993825
0.59721714
0.5834816
0.60569847
0.5978008
0.5817396
0.5976041
0.5955722
0.6047889
0.64166236
0.5992331
0.6152378
0.6433613
0.77169096
0.5953296
0.61224073
0.5929369
0.5921187
0.59143126
0.6996816
0.7253001
0.67687035
0.7025808
0.7414288
0.7001696
0.68654037
0.68235856
0.6890264
0.69026273
0.7027905
0.7087247
0.7017409
0.6853292
0.6850353
0.7141785
0.7150593
0.7218823
0.6919496
0.65276647
0.64394015
0.6502737
0.6975875
0.6313253
0.6249792
0.6304242
0.62725914
0.61671096
0.6379683
0.63931996
0.63686585
0.63891894
0.64408
0.6248308
0.6543352
0.7026116
0.64720184
0.6398219
0.6521601
0.65425426
0.6442819
0.6605013
0.6466132
0.6205454
0.6508911
0.642773
0.66543096
0.6163633
0.64913714
0.81187207
0.6480817
0.61049473
0.6416789
0.58412385
0.6327966
0.5864329
0.6510172
0.55709827
0.65520406
0.5582399
0.6400473
0.5267161
0.6424912
0.55316126
0.6748584
0.56862855
0.633668
0.52709
0.63332206
0.5627212
0.63717836
0.54795974
0.6397371
0.5157297
0.6035578
0.54350054
0.5866312
0.5275775
0.5940454
0.52772737
0.62663764
0.5077638
0.58030623
0.51131636
0.5900971
0.51429534
0.59931105
0.5300987
0.5734224
0.53556156
0.5499898
0.53929055
0.5212083
0.5177186
0.73033506
0.73927194
0.7083945
0.6928083
0.70080274
0.69268537
0.67342013
0.6923178
0.6830458
0.701501
0.6287543
0.6918818
0.6798841
0.68187815
0.63240343
0.68676525
0.69992065
0.62950987
0.8397703
0.6505473
0.66628414
0.6451185
0.7117812
0.6756022
0.62901187
0.6681815
0.59037113
0.6419135
0.61618394
0.834913
0.63237625
0.6315531
0.58073634
0.52209467
0.57629997
0.5501133
0.5562002
0.5449705
0.53849417
0.5150118
0.47558755
0.49575895
0.44760624
0.4757406
0.51354235
0.4810709
0.49502617
0.4872272
0.4913716
0.44051012
0.47770503
0.42912015
0.47350052
0.43753558
0.41770667
0.43280664
0.401944
0.43371788
0.40831977
0.45140153
0.4440445
0.42831722
0.44054335
0.4148019
0.38737306
0.36633772
0.37431487
0.39446372
0.3892531
0.37790355
0.37607178
0.35950083
0.36320966
0.36875093
0.34899348
0.3903329
0.39700636
0.38673472
0.36352348
0.49697876
0.35678732
0.32859775
0.32682982
0.3112959
0.33959576
0.35221124
0.31809166
0.32814366
0.31673878
0.34999993
0.30887556
0.35842836
0.3431887
0.338969
0.3859716
0.35447374
0.35409656
0.3370992
0.34491453
0.35880005
0.3675094
0.35622793
0.32855347
0.3089526
0.3003343
0.33449802
0.3057773
0.32323146
0.31858578
0.32395262
0.3078559
0.30010608
0.35119027
0.2999875
0.3176429
0.30540103
0.30791003
0.3120656
0.2887192
0.30018696
0.30006278
0.33055475
0.2889834
0.28766033
0.29901937
0.2965765
0.29214758
0.27562454
0.28952742
0.28489235
0.29294255
0.29561388
0.28129607
0.2783948
0.2825936
0.47152448
0.27907097
0.29407203
0.25814402
0.27324477
0.27030963
0.27239436
0.2776286
0.27825752
0.28497943
0.2658666
0.2846535
0.25633216
0.27081728
0.26501226
0.28056955
0.27080473
0.26771986
0.26581624
0.25123012
0.2596561
0.26782894
0.2805308
0.25969636
0.25849503
0.26030678
0.26377502
0.26431784
0.25369117
0.2589958
0.2973955
0.25814757
0.2556312
0.26018345
0.25429225
0.25196785
0.25528386
0.26776743
0.2745707
0.2523608
0.25195694
0.25444505
0.24642158
0.26485282
0.23356168
0.26454476
0.26754618
0.24446419
0.23853132
0.24163137
0.2558364
0.24233739
0.24774073
0.2548566
0.2467514
0.25243852
0.2652741
0.26509917
0.26268095
0.25087193
0.25711522
0.24660164
0.2548198
0.24915408
0.3936628
0.25066075
0.24787812
0.26659328
0.24579458
0.238532
0.24821843
0.24381058
0.24854949
0.25985014
0.25319
0.25949514
0.26215234
0.26274052
0.25512296
0.25676
0.2578464
0.2509583
0.24414204
